A1;28
A2;25
A3;34
A4;26
A5;6
A6;1
A7;46
A8;27
A9;45
A10;49
A11;11
A12;12
A13;13
A14;7
A15;14
A16;2
A17;35
A18;8
A19;31
A20;17
A21;18
A22;37
A23;38
A24;36
A25;19
A26;20
A27;21
A28;43
A29;41
A30;42
A31;50
A32;39
A33;48
A34;32
A35;33
A36;44
A37;47
A38;10
A39;29
A40;3
A41;4
A42;22
A43;23
A44;30
A45;40
A46;9
A47;15
A48;16
A49;24
A50;5
